year,risk,cause,country_code,country_label,area_code,area_label,select,hdi,cause_num,rank
2000,6.123208,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2001,15.52403,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2001,5.316739,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2001,5.932718,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2002,14.68298,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2002,5.057557,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2002,5.372758,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2003,14.75827,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2003,5.069163,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2003,4.997735,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2004,14.86609,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2004,5.315003,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2004,5.07857,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2005,13.70142,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2005,4.858163,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2005,4.830208,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2006,14.35332,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2006,5.187524,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2006,4.805957,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2007,12.76262,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2007,4.614287,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2007,4.305125,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2008,12.85367,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2008,4.546244,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2008,4.233926,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2009,12.62426,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2009,4.481574,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2009,4.25359,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2010,14.00635,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2010,5.16075,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2010,4.793634,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2011,13.24262,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2011,4.742157,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2011,4.54366,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2012,12.99995,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2012,4.777455,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2012,4.584027,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2013,12.92012,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2013,4.884956,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2013,4.24063,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2014,12.88756,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2014,4.607355,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2014,4.231125,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2015,12.6921,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2015,4.859041,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2015,3.91042,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2016,13.12047,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2016,4.903386,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2016,3.822755,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2017,13.33892,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2017,4.996475,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2017,3.842774,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2018,12.80841,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2018,4.740423,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2018,3.510071,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2019,12.77674,"allncd",188,"Costa Rica",7,"Central America",1,2,0,7
2019,4.667758,"cancer",188,"Costa Rica",7,"Central America",1,2,1,7
2019,3.377262,"cvd",188,"Costa Rica",7,"Central America",1,2,2,7
2000,16.99426,"allncd",250,"France",17,"Western Europe",1,2,0,21
2000,9.585818,"cancer",250,"France",17,"Western Europe",1,2,1,21
2000,3.979481,"cvd",250,"France",17,"Western Europe",1,2,2,21
2001,16.76883,"allncd",250,"France",17,"Western Europe",1,2,0,21
2001,9.479999,"cancer",250,"France",17,"Western Europe",1,2,1,21
2001,3.861128,"cvd",250,"France",17,"Western Europe",1,2,2,21
2002,16.53271,"allncd",250,"France",17,"Western Europe",1,2,0,21
2002,9.418149,"cancer",250,"France",17,"Western Europe",1,2,1,21
2002,3.727675,"cvd",250,"France",17,"Western Europe",1,2,2,21
2003,16.39821,"allncd",250,"France",17,"Western Europe",1,2,0,21
2003,9.253636,"cancer",250,"France",17,"Western Europe",1,2,1,21
2003,3.638887,"cvd",250,"France",17,"Western Europe",1,2,2,21
2004,15.49783,"allncd",250,"France",17,"Western Europe",1,2,0,21
2004,9.012115,"cancer",250,"France",17,"Western Europe",1,2,1,21
2004,3.300622,"cvd",250,"France",17,"Western Europe",1,2,2,21
2005,15.45552,"allncd",250,"France",17,"Western Europe",1,2,0,21
2005,8.953409,"cancer",250,"France",17,"Western Europe",1,2,1,21
2005,3.27902,"cvd",250,"France",17,"Western Europe",1,2,2,21
2006,15.11162,"allncd",250,"France",17,"Western Europe",1,2,0,21
2006,8.819975,"cancer",250,"France",17,"Western Europe",1,2,1,21
2006,3.13154,"cvd",250,"France",17,"Western Europe",1,2,2,21
2007,14.8517,"allncd",250,"France",17,"Western Europe",1,2,0,21
2007,8.681099,"cancer",250,"France",17,"Western Europe",1,2,1,21
2007,3.031314,"cvd",250,"France",17,"Western Europe",1,2,2,21
2008,14.6908,"allncd",250,"France",17,"Western Europe",1,2,0,21
2008,8.560535,"cancer",250,"France",17,"Western Europe",1,2,1,21
2008,2.957347,"cvd",250,"France",17,"Western Europe",1,2,2,21
2009,14.56888,"allncd",250,"France",17,"Western Europe",1,2,0,21
2009,8.560727,"cancer",250,"France",17,"Western Europe",1,2,1,21
2009,2.892364,"cvd",250,"France",17,"Western Europe",1,2,2,21
2010,14.47315,"allncd",250,"France",17,"Western Europe",1,2,0,21
2010,8.520819,"cancer",250,"France",17,"Western Europe",1,2,1,21
2010,2.813003,"cvd",250,"France",17,"Western Europe",1,2,2,21
2011,14.12374,"allncd",250,"France",17,"Western Europe",1,2,0,21
2011,8.345121,"cancer",250,"France",17,"Western Europe",1,2,1,21
2011,2.669895,"cvd",250,"France",17,"Western Europe",1,2,2,21
2012,14.40891,"allncd",250,"France",17,"Western Europe",1,2,0,21
2012,8.506469,"cancer",250,"France",17,"Western Europe",1,2,1,21
2012,2.707242,"cvd",250,"France",17,"Western Europe",1,2,2,21
2013,13.78622,"allncd",250,"France",17,"Western Europe",1,2,0,21
2013,8.179358,"cancer",250,"France",17,"Western Europe",1,2,1,21
2013,2.562133,"cvd",250,"France",17,"Western Europe",1,2,2,21
2014,13.41317,"allncd",250,"France",17,"Western Europe",1,2,0,21
2014,8.050399,"cancer",250,"France",17,"Western Europe",1,2,1,21
2014,2.45414,"cvd",250,"France",17,"Western Europe",1,2,2,21
2015,13.52073,"allncd",250,"France",17,"Western Europe",1,2,0,21
2015,7.99149,"cancer",250,"France",17,"Western Europe",1,2,1,21
2015,2.47913,"cvd",250,"France",17,"Western Europe",1,2,2,21
2016,13.4135,"allncd",250,"France",17,"Western Europe",1,2,0,21
2016,7.896378,"cancer",250,"France",17,"Western Europe",1,2,1,21
2016,2.465573,"cvd",250,"France",17,"Western Europe",1,2,2,21
2017,13.25096,"allncd",250,"France",17,"Western Europe",1,2,0,21
2017,7.838455,"cancer",250,"France",17,"Western Europe",1,2,1,21
2017,2.403387,"cvd",250,"France",17,"Western Europe",1,2,2,21
2018,13.13056,"allncd",250,"France",17,"Western Europe",1,2,0,21
2018,7.7558,"cancer",250,"France",17,"Western Europe",1,2,1,21
2018,2.367411,"cvd",250,"France",17,"Western Europe",1,2,2,21
2019,13.00694,"allncd",250,"France",17,"Western Europe",1,2,0,21
2019,7.675167,"cancer",250,"France",17,"Western Europe",1,2,1,21
2019,2.329174,"cvd",250,"France",17,"Western Europe",1,2,2,21
2000,15.56493,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2000,8.21831,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2000,4.737761,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2001,15.31055,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2001,8.146952,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2001,4.549414,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2002,14.82906,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2002,8.000641,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2002,4.322192,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2003,14.6731,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2003,7.948278,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2003,4.12212,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2004,13.87938,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2004,7.748638,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2004,3.742604,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2005,13.61443,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2005,7.518042,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2005,3.657745,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2006,13.11787,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2006,7.430109,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2006,3.406319,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2007,12.88679,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2007,7.335255,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2007,3.276021,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2008,12.65679,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2008,7.188863,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2008,3.182736,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2009,12.53694,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2009,7.12944,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2009,3.114072,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2010,12.12774,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2010,6.950188,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2010,2.944269,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2011,12.21974,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2011,6.982992,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2011,2.996239,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2012,12.11293,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2012,6.904785,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2012,2.943379,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2013,11.60106,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2013,6.64151,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2013,2.788883,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2014,11.33281,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2014,6.532852,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2014,2.70759,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2015,11.49539,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2015,6.414504,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2015,2.817303,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2016,10.93272,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2016,6.192523,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2016,2.598593,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2017,11.05616,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2017,6.144774,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2017,2.648588,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2018,10.78376,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2018,5.983464,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2018,2.572462,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2019,10.62356,"allncd",380,"Italy",16,"Southern Europe",1,2,0,16
2019,5.854498,"cancer",380,"Italy",16,"Southern Europe",1,2,1,16
2019,2.527582,"cvd",380,"Italy",16,"Southern Europe",1,2,2,16
2000,12.90131,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2000,7.282358,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2000,3.68958,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2001,12.56323,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2001,7.090579,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2001,3.590198,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2002,12.21013,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2002,6.83393,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2002,3.546054,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2003,12.00269,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2003,6.677935,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2003,3.509478,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2004,11.88172,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2004,6.70685,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2004,3.394765,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2005,11.73376,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2005,6.496812,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2005,3.424884,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2006,11.33671,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2006,6.327309,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2006,3.246631,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2007,11.19263,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2007,6.276621,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2007,3.178982,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2008,11.04151,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2008,6.208331,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2008,3.135685,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2009,10.86743,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2009,6.109342,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2009,3.065619,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2010,10.85416,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2010,6.107193,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2010,3.035361,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2011,10.70527,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2011,6.011874,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2011,2.983194,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2012,10.39598,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2012,5.843701,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2012,2.881314,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2013,10.20161,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2013,5.78113,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2013,2.768581,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2014,10.00525,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2014,5.679431,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2014,2.700554,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2015,9.899618,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2015,5.597839,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2015,2.65377,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2016,10.03995,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2016,5.649389,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2016,2.698982,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2017,10.02183,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2017,5.494635,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2017,2.701694,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2018,9.831306,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2018,5.324748,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2018,2.661492,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2019,9.699496,"allncd",392,"Japan",10,"Eastern Asia",1,2,0,11
2019,5.228813,"cancer",392,"Japan",10,"Eastern Asia",1,2,1,11
2019,2.60712,"cvd",392,"Japan",10,"Eastern Asia",1,2,2,11
2000,45.23734,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2000,15.56479,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2000,27.59386,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2001,44.099,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2001,14.78729,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2001,26.94552,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2002,43.11747,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2002,14.20392,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2002,26.34627,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2003,43.93389,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2003,14.27771,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2003,27.11905,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2004,42.09976,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2004,13.4518,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2004,25.82429,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2005,41.92816,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2005,13.39122,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2005,25.68931,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2006,40.68515,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2006,12.9372,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2006,24.69578,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2007,39.97542,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2007,12.7668,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2007,23.97248,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2008,37.53381,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2008,12.06629,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2008,22.03057,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2009,35.40762,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2009,11.48441,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2009,20.24341,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2010,35.74257,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2010,11.71222,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2010,20.09381,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2011,34.77629,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2011,11.38868,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2011,19.05107,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2012,33.63499,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2012,11.1042,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2012,17.89924,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2013,31.45143,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2013,10.40833,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2013,16.37089,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2014,30.32543,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2014,10.11365,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2014,15.42653,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2015,29.59447,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2015,9.889227,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2015,14.75637,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2016,28.74038,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2016,9.695486,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2016,13.96321,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2017,27.98324,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2017,9.499353,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2017,13.0793,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2018,26.80518,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2018,9.066785,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2018,12.6957,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2019,25.98368,"allncd",398,"Kazakhstan",12,"Southern Asia",1,2,0,23
2019,8.761333,"cancer",398,"Kazakhstan",12,"Southern Asia",1,2,1,23
2019,12.34372,"cvd",398,"Kazakhstan",12,"Southern Asia",1,2,2,23
2000,33.42731,"allncd",480,"Mauritius",1,"Eastern Africa",1,2,0,9
2000,5.171523,"cancer",480,"Mauritius",1,"Eastern Africa",1,2,1,9
2000,13.58028,"cvd",480,"Mauritius",1,"Eastern Africa",1,2,2,9
2001,33.24183,"allncd",480,"Mauritius",1,"Eastern Africa",1,2,0,9
2001,5.906967,"cancer",480,"Mauritius",1,"Eastern Africa",1,2,1,9
2001,13.18212,"cvd",480,"Mauritius",1,"Eastern Africa",1,2,2,9
